SourceName,RptSrc,SrcEPAID,DestinationName,DestType,DestEPAID,QuarterYear,LubeOil,IndOil,Total
Ecology Control Industries_ Inc.,Hauler,CAD982030173,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2004,3170,,3170
Evergreen Environmental Services (Newark),Hauler,CAD982413262,Evergreen Oil,Recycler,CAD980887418,April - June 2004,3314258,,3314258
Evergreen Environmental Services (Newark),Hauler,CAD982413262,Evergreen Environmental Services (Carson),Recycler,CAD981696420,April - June 2004,2382230,,2382230
Excel Environmental Services,Hauler,CAL000209350,Riverbank Oil Transfer,Recycler,CAL000190818,April - June 2004,48650,,48650
Excel Environmental Services,Hauler,CAL000209350,Alviso Independent Oil_ Inc.,Transfer Station,CAL000161743,April - June 2004,9770,,9770
Express Environmental Corp._dba Express Oil,Hauler,CAL000264806,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2004,162000,,162000
Filter Recycling Services_ Inc.,Hauler,CAD982444481,Advanced Environmental_ Inc.,Recycler,CAT080025711,April - June 2004,2235,,2235
Filter Recycling Services_ Inc.,Hauler,CAD982444481,Evergreen Environmental Services (Carson),Recycler,CAD981696420,April - June 2004,29200,,29200
Filter Recycling Services_ Inc.,Hauler,CAD982444481,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,April - June 2004,2235,,2235
Fremouw Environmental Services,Hauler,CAL000218587,Ramos Environmental Services,Hauler,CAD044003556,April - June 2004,77330,,77330
Fremouw Environmental Services,Hauler,CAL000218587,DK Dixon,Hauler,CAT080012602,April - June 2004,8730,,8730
Fremouw Environmental Services,Hauler,CAL000218587,DK Dixon,Recycler,CAT080012602,April - June 2004,8730,,8730
Fremouw Environmental Services,Hauler,CAL000218587,Ramos Environmental Services,Transfer Station,CAD044003556,April - June 2004,77330,,77330
Fremouw Environmental Services,Hauler,CAL000218587,DK Dixon,Transfer Station,CAT080012602,April - June 2004,8730,,8730
GI Pumping Co.,Hauler,CAD981372915,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2004,50225,,50225
Golden State Environmental Services(San B),Hauler,CAR000111286,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2004,154905,,154905
Golden West Oil Company,Hauler,CAD980893325,Advanced Environmental_ Inc.,Recycler,CAT080025711,April - June 2004,262180,,262180
Golden West Oil Company,Hauler,CAD980893325,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,April - June 2004,262180,,262180
Haz Mat Trans_ Inc.,Hauler,CAT080012800,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2004,485,,485
Hazardous Technologies_ Inc. (Omega),Hauler,CAD009661844,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2004,1130,,1130
Interstate Pumping Company,Hauler,CAL000328860,Crosby and Overton-Plant #1,Recycler,CAD028409019,April - June 2004,10280,,10280
J.B. Trans Services_Inc (dba) All Phase Env.,Hauler,CAL000253361,Southwest Petroleum Terminals_ LLC,Recycler,AZR000003038,April - June 2004,802937,,802937
Jack Stone Drainage Oil Service,Hauler,CAD080075096,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2004,201615,,201615
JSE Environmental Services,Hauler,CAL000827857,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2004,22342,,22342
Kern Oil Filter Recycling,Hauler,CAL000327867,Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,April - June 2004,28339,,28339
Kern Oil Filter Recycling,Hauler,CAL000327867,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2004,72491,,72491
Kern Oil Filter Recycling,Hauler,CAL000327867,Butler_ J.W._ Oil_ Inc.,Transfer Station,CAD981426539,April - June 2004,28339,,28339
Knight_ Jim_ Drain Oil Service,Hauler,CAL000027718,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2004,800,,800
Knight_ Jim_ Drain Oil Service,Hauler,CAL000027718,Evergreen Environmental Services (Carson),Recycler,CAD981696420,April - June 2004,130595,,130595
Leach Oil Company_ Inc.,Hauler,CAD050099696,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2004,85935,,85935
Leach Oil Company_ Inc.,Hauler,CAD050099696,Evergreen Environmental Services (Carson),Recycler,CAD981696420,April - June 2004,269173,,269173
Lightning Oil Company,Hauler,CAD982359671,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2004,83440,,83440
Los Angeles Pumping,Hauler,CAR000201459,Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,April - June 2004,20780,,20780
Los Angeles Pumping,Hauler,CAR000201459,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2004,800,,800
Los Angeles Pumping,Hauler,CAR000201459,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2004,4505,,4505
Los Angeles Pumping,Hauler,CAR000201459,Butler_ J.W._ Oil_ Inc.,Transfer Station,CAD981426539,April - June 2004,20780,,20780
Lowry_ George W._ Inc.,Hauler,CAR000047019,Riverbank Oil Transfer,Recycler,CAL000190818,April - June 2004,148105,,148105
Maximum Oil Service,Hauler,CAL000188867,Bayside Oil II_ Inc.,Hauler,CAD088838222,April - June 2004,20504,,20504
Maximum Oil Service,Hauler,CAL000188867,Ramos Environmental Services,Hauler,CAD044003556,April - June 2004,75260,,75260
Maximum Oil Service,Hauler,CAL000188867,Evergreen Oil,Recycler,CAD980887418,April - June 2004,250,,250
Maximum Oil Service,Hauler,CAL000188867,Riverbank Oil Transfer,Recycler,CAL000190818,April - June 2004,2135,,2135
Maximum Oil Service,Hauler,CAL000188867,Alviso Independent Oil_ Inc.,Transfer Station,CAL000161743,April - June 2004,12220,,12220
Maximum Oil Service,Hauler,CAL000188867,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,April - June 2004,20504,,20504
Maximum Oil Service,Hauler,CAL000188867,Ramos Environmental Services,Transfer Station,CAD044003556,April - June 2004,75260,,75260
Millennium Waste Oil,Hauler,CAL000248373,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2004,97450,,97450
Mosley Environmental Services,Hauler,CAL000259513,Ramos Environmental Services,Hauler,CAD044003556,April - June 2004,55685,,55685
Mosley Environmental Services,Hauler,CAL000259513,Ramos Environmental Services,Transfer Station,CAD044003556,April - June 2004,55685,,55685
North Valley Oil Company,Hauler,CAL000027759,Riverbank Oil Transfer,Recycler,CAL000190818,April - June 2004,6550,,6550
North Valley Oil Company,Hauler,CAL000027759,Alviso Independent Oil_ Inc.,Transfer Station,CAL000161743,April - June 2004,44138,,44138
Oasis Pumping,Hauler,CAD980694673,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2004,13501,,13501
Odyssey Transportation_ Inc.,Hauler,CAD087210019,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2004,122128,,122128
Oil Conservation Service,Hauler,CAD980673842,Riverbank Oil Transfer,Recycler,CAL000190818,April - June 2004,29780,,29780
Pacific Oil Company,Hauler,CAD983615501,Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,April - June 2004,35146,,35146
Pacific Oil Company,Hauler,CAD983615501,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2004,44996,,44996
Pacific Oil Company,Hauler,CAD983615501,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2004,193049,,193049
Pacific Oil Company,Hauler,CAD983615501,Butler_ J.W._ Oil_ Inc.,Transfer Station,CAD981426539,April - June 2004,35146,,35146
Patriot Environmental Services,Hauler,CAD053866794,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2004,2219,,2219
Philip Services Corp.(Philip West Ind Svcs),Hauler,CAD980584510,Evergreen Environmental Services,Recycler,CAD982446858,April - June 2004,89670,,89670
Prime Environmental Services Company,Hauler,CAL931024039,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2004,1750,,1750
Prime Environmental Services Company,Hauler,CAL931024039,D/K Environmental,Recycler,CAT080033681,April - June 2004,640,,640
Rae-Vac Pumping,Hauler,CAR000053272,Evergreen Environmental Services (Carson),Recycler,CAD981696420,April - June 2004,13525,,13525
Ramos Environmental Services,Hauler,CAD044003556,Ramos Environmental Services,Hauler,CAD044003556,April - June 2004,307983,,307983
Ramos Environmental Services,Hauler,CAD044003556,Ramos Environmental Services,Transfer Station,CAD044003556,April - June 2004,307983,,307983
RCA Oil Recovery,Hauler,CAD981385149,Evergreen Oil,Recycler,CAD980887418,April - June 2004,32645,,32645
RCA Oil Recovery,Hauler,CAD981385149,Alviso Independent Oil_ Inc.,Transfer Station,CAL000161743,April - June 2004,7230,,7230
Real Deal Waste Oil Service,Hauler,CAL000280873,Evergreen Environmental Services (Carson),Recycler,CAD981696420,April - June 2004,76625,,76625
Recycle-It Environmental Services,Hauler,CAL000280060,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2004,49960,,49960
Reno Drain Oil Service,Hauler,NVD980893663,Reno Drain Oil Service,Hauler,NVD980893663,April - June 2004,54647,,54647
Reno Drain Oil Service,Hauler,NVD980893663,Reno Drain Oil Service,Transfer Station,NVD980893663,April - June 2004,54647,,54647
Romic Environmental Technologies Corporation,Hauler,CAD009452657,Evergreen Oil,Recycler,CAD980887418,April - June 2004,12850,,12850
Sacramento Waste Oil,Hauler,CAL913534912,Ramos Environmental Services,Hauler,CAD044003556,April - June 2004,64200,,64200
Sacramento Waste Oil,Hauler,CAL913534912,Ramos Environmental Services,Transfer Station,CAD044003556,April - June 2004,64200,,64200
Safety-Kleen,Hauler,TXR000050930,DK Dixon,Hauler,CAT080012602,April - June 2004,501071,,501071
Safety-Kleen,Hauler,TXR000050930,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2004,1031641,,1031641
Safety-Kleen,Hauler,TXR000050930,Advanced Environmental_ Inc.,Recycler,CAT080025711,April - June 2004,385101,,385101
Safety-Kleen,Hauler,TXR000050930,DK Dixon,Recycler,CAT080012602,April - June 2004,501071,,501071
Safety-Kleen,Hauler,TXR000050930,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,April - June 2004,385101,,385101
Safety-Kleen,Hauler,TXR000050930,DK Dixon,Transfer Station,CAT080012602,April - June 2004,501071,,501071
San Joaquin Filter Recycling,Hauler,CAL000188148,San Joaquin Filter Recycling,Hauler,CAL000102751,April - June 2004,245185,,245185
San Joaquin Filter Recycling,Hauler,CAL000188148,San Joaquin Filter Recycling,Transfer Station,CAL000102751,April - June 2004,245185,,245185
Sawyer Petroleum,Hauler,CAD982481905,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2004,5684,,5684
Starlite Reclamation,Hauler,CAR000148296,Evergreen Environmental Services (Carson),Recycler,CAD981696420,April - June 2004,134997,,134997
Swift Oil   Vacuum_ Inc.,Hauler,CAD982488470,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2004,86230,,86230
Tadeo_ Ricardo D. Waste Oil Service,Hauler,CAD981634363,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2004,200440,,200440
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Phoenix,Hauler,AZR000003681,April - June 2004,1000,,1000
Thermo Fluids - Phoenix,Hauler,AZR000003681,Thermo Fluids - Phoenix,Recycler,AZR000003681,April - June 2004,1000,,1000
TTS Environmental_ Inc.,Hauler,CAD981694722,Ramos Environmental Services,Hauler,CAD044003556,April - June 2004,95641,,95641
TTS Environmental_ Inc.,Hauler,CAD981694722,DK Dixon,Hauler,CAT080012602,April - June 2004,3450,,3450
TTS Environmental_ Inc.,Hauler,CAD981694722,DK Dixon,Recycler,CAT080012602,April - June 2004,3450,,3450
TTS Environmental_ Inc.,Hauler,CAD981694722,Oil Re-Refining Company_ Inc. (ORRCO) - Klamath Fa,Recycler,ORD980980775,April - June 2004,6810,,6810
TTS Environmental_ Inc.,Hauler,CAD981694722,Ramos Environmental Services,Transfer Station,CAD044003556,April - June 2004,95641,,95641
TTS Environmental_ Inc.,Hauler,CAD981694722,DK Dixon,Transfer Station,CAT080012602,April - June 2004,3450,,3450
Universal Waste Oil Company,Hauler,CAL000183236,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2004,70980,,70980
Waste Oil Recovery Systems_ Inc.,Hauler,CAD000137592,Alviso Independent Oil_ Inc.,Transfer Station,CAL000161743,April - June 2004,37196,,37196
Western Environmental,Hauler,CAO000904540,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2004,1585,,1585
A S Environmental Services,Hauler,CAL000268899,Ramos Environmental Services,Hauler,CAD044003556,July - September 2004,54185,,54185
A S Environmental Services,Hauler,CAL000268899,Riverbank Oil Transfer,Recycler,CAL000190818,July - September 2004,4955,,4955
A S Environmental Services,Hauler,CAL000268899,Ramos Environmental Services,Transfer Station,CAD044003556,July - September 2004,54185,,54185
Action Waste Oil Service_ LLC,Hauler,CAL000280876,Evergreen Environmental Services (Carson),Recycler,CAD981696420,July - September 2004,255000,,255000
Advanced Environmental_ Inc.,Recycler,CAT080025711,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2004,71256,,71256
Advanced Environmental_ Inc.,Recycler,CAT080025711,Clean Harbors Aragonite,Recycler,UDT981552177,July - September 2004,34655,,34655
Advanced Industrial Recycling,Hauler,CAR000056580,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2004,1472,,1472
Advanced Industrial Recycling,Hauler,CAR000056580,Evergreen Environmental Services (Carson),Recycler,CAD981696420,July - September 2004,4313,,4313
Alarcon's_ Mark_ Waste Oil Service,Hauler,CAD980814446,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2004,43675,,43675
Alarcon's_ Mark_ Waste Oil Service,Hauler,CAD980814446,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,July - September 2004,810,,810
All Petroleum Recovery Service LLC,Hauler,CAD981377633,Evergreen Oil,Recycler,CAD980887418,July - September 2004,124605,,124605
All Valley Disposal Inc.,Hauler,CAR000181586,Riverbank Oil Transfer,Recycler,CAL000190818,July - September 2004,73332,,73332
All Valley Environmental,Hauler,CAL000263169,Advanced Environmental_ Inc.,Recycler,CAT080025711,July - September 2004,50215,,50215
All Valley Environmental,Hauler,CAL000263169,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,July - September 2004,50215,,50215
Alpha Oil Company,Hauler,CAL000331370,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2004,41728,,41728
Alpha Oil Company,Hauler,CAL000331370,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,July - September 2004,76466,,76466
Alpha Oil Company,Hauler,CAL000331370,Crosby and Overton-Plant #1,Recycler,CAD028409019,July - September 2004,2300,,2300
Amberwick Corporation,Hauler,CAL000827879,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2004,3455,,3455
Amberwick Corporation,Hauler,CAL000827879,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,July - September 2004,7030,,7030
Amberwick Corporation,Hauler,CAL000827879,US Ecology,Recycler,NVT330010000,July - September 2004,80,,80
Amberwick Corporation,Hauler,CAL000827879,Evergreen Environmental Services (Carson),Recycler,CAD981696420,July - September 2004,170977,,170977
American Oil Company,Hauler,CAD981427669,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,July - September 2004,382696,,382696
American Valley Waste Oil,Hauler,CAL000827878,Riverbank Oil Transfer,Recycler,CAL000190818,July - September 2004,471291,,471291
Arens Brothers Environmental,Hauler,CAL000276266,Ramos Environmental Services,Hauler,CAD044003556,July - September 2004,64243,,64243
Arens Brothers Environmental,Hauler,CAL000276266,Oil Re-Refining Company_ Inc. (ORRCO) - Klamath Fa,Recycler,ORD980980775,July - September 2004,11512,,11512
Arens Brothers Environmental,Hauler,CAL000276266,Ramos Environmental Services,Transfer Station,CAD044003556,July - September 2004,64243,,64243
Bay Valley Environmental_ Inc.,Hauler,CAL000162034,Bayside Oil II_ Inc.,Hauler,CAD088838222,July - September 2004,69145,,69145
Bay Valley Environmental_ Inc.,Hauler,CAL000162034,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,July - September 2004,69145,,69145
Bayside Oil II_ Inc.,Hauler,CAD088838222,Bayside Oil II_ Inc.,Hauler,CAD088838222,July - September 2004,135860,,135860
Bayside Oil II_ Inc.,Hauler,CAD088838222,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,July - September 2004,135860,,135860
Black Gold Industries,Hauler,CAD983609678,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2004,248743,,248743
Black Star Oil Company,Hauler,CAL912823785,Evergreen Environmental Services (Carson),Recycler,CAD981696420,July - September 2004,95700,,95700
Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,July - September 2004,69450,,69450
Butler_ J.W._ Oil_ Inc.,Hauler,CAD981426539,Butler_ J.W._ Oil_ Inc.,Transfer Station,CAD981426539,July - September 2004,69450,,69450
California Clean-Up Environmental Services,Hauler,CAR000018168,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2004,21560,,21560
California Cool,Hauler,CAL000266863,Evergreen Environmental Services (Carson),Recycler,CAD981696420,July - September 2004,26029,,26029
California Oil Transport_ Inc.,Hauler,CAL000287430,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2004,832574,,832574
Carrs Waste Oil Service,Hauler,CAL000280677,Evergreen Environmental Services (Carson),Recycler,CAD981696420,July - September 2004,66651,,66651
Chain_ S.R._ Environmental Services,Hauler,CAL000277184,Alviso Independent Oil_ Inc.,Transfer Station,CAL000161743,July - September 2004,2970,,2970
Chico Drain Oil,Hauler,CAD980694103,Chico Drain Oil,Hauler,CAD980694103,July - September 2004,586946,,586946
Chico Drain Oil,Hauler,CAD980694103,Asbury Environmental Services-Fortuna,Recycler,CAL930256136,July - September 2004,93940,,93940
Chico Drain Oil,Hauler,CAD980694103,Chico Drain Oil,Transfer Station,CAD980694103,July - September 2004,586946,,586946
