FacilityID,HaulerReportID,QuarterYearID,FacilityName,EPAIDNumber,QuarterYear,PreparerFirstName,PreparerLastName,PreparerTitle,ReportComments,LubCollectionStationsGallons,LubIndustrialGallons,LubMarineGallons,LubAgriculturalGallons,LubGovernmentGallons,LubOutOfStateGallons,LubOtherHaulersGallons,LubTotalGallons,IndCollectionStationsGallons,IndIndustrialGallons,IndMarineGallons,IndAgriculturalGallons,IndGovernmentGallons,IndOutOfStateGallons,IndOtherHaulersGallons,IndTotalGallons,GrandTotalGallons,TotalLubTransferedGallons,TotalIndTransferedGallons,TotalTransferedGallons
116,773,535,JSE Environmental Services,CAL000827857,January - March 2007,Greg,Pasqualetto,President,,20035,0,0,0,0,0,0,20035,0,0,0,0,0,0,0,0,20035,20035,0,20035
147,888,535,Kern Oil Filter Recycling,CAL000327867,January - March 2007,Maria,Alvarez,Secretary,,79855,0,0,0,0,0,0,79855,0,0,0,0,0,0,0,0,79855,79855,0,79855
46,342,535,Knight_ Jim_ Drain Oil Service,CAL000027718,January - March 2007,I,Katx,Office Manager,,127309,45468,0,0,9092,0,0,181869,0,0,0,0,0,0,0,0,181869,0,0,0
225,1475,535,Los Angeles Pumping,CAR000201459,January - March 2007,Jim,Montano,Owner,,89185,0,0,0,0,0,0,89185,0,4285,0,0,0,0,0,4285,93470,0,0,0
167,1045,535,Lowry_ George W._ Inc.,CAR000047019,January - March 2007,Deni,Lowry,Office Mgr,,51410,3155,0,11970,16055,0,0,82590,0,3875,0,0,0,0,0,3875,86465,86465,0,86465
249,1666,535,Millennium Waste Oil,CAL000293834,January - March 2007,Gregory,Cuenca,Owner,,144370,0,0,0,0,0,0,144370,0,300,0,0,0,0,0,300,144670,144670,0,144670
89,616,535,North Valley Oil Company,CAL000027759,January - March 2007,Larry,Evans,President,,34562,0,0,0,0,0,0,34562,0,25880,0,0,0,0,0,25880,60442,60442,0,60442
82,561,535,Nottingham_ M.C._ Co. of So. Cal,CAD059240713,January - March 2007,Ginny,Polzin,Secretary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,583,535,Oil Conservation Service,CAD980673842,January - March 2007,Gayla,Thomas,Office Mgr,,14009,55,0,1010,0,0,0,15074,0,2132,0,874,0,0,0,3006,18080,18080,0,18080
208,735,535,Oil Re-Refining Company_ Inc. (ORRCO) - Portland,ORD980975692,January - March 2007,Holly,Carlin,Production Asst,Also reporting on EPA ID #ORD980975692 - no Hauler listed with that #,0,21395,0,0,0,0,0,21395,0,0,0,0,0,0,0,0,21395,0,0,0
58,431,535,Pacific Oil Company,CAD983615501,January - March 2007,Olga,Shapiro,Owner,,0,92470,0,0,0,0,0,92470,0,41600,0,0,0,0,0,41600,134070,134070,0,134070
215,1404,535,Patriot Environmental Services,CAD053866794,January - March 2007,Michael,Sullivan,VP,,0,0,0,0,2332,0,0,2332,0,10194,0,0,0,0,0,10194,12526,12526,0,12526
24,138,535,Philip Services Corp.(Philip West Ind Svcs),CAD980584510,January - March 2007,Paul,DeWitt,Manager,,0,0,0,77605,0,0,0,77605,0,0,0,0,0,0,0,0,77605,77605,0,77605
269,1748,535,Philip West Industrial Services,CAR000177527,January - March 2007,Dan,Hendricks,Compliance Mgr,,0,295,0,0,0,0,0,295,0,82967,0,0,0,0,0,82967,83262,83262,0,83262
44,297,535,PSC Environmental Services of Pomona LP,CAR000053405,January - March 2007,Gloria,Costales,CFO,,0,0,0,0,0,0,0,0,0,2127,0,0,0,0,0,2127,2127,2127,0,2127
229,1496,535,Quinn Power Systems Associates,CAL000274369,January - March 2007,Robert,Shepherd,Manager,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,1510,535,Quinn Shepherd Machinery,CAL000274397,January - March 2007,Robert,Shepherd,Manager,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,444,535,Ramos Environmental Services,CAD044003556,January - March 2007,Sally,Welch,Bookkeeper,,82390,26209,1155,3069,16198,0,0,129021,34773,75325,0,8296,6714,0,0,125108,254129,254129,0,254129
61,467,535,RCA Oil Recovery,CAD981385149,January - March 2007,Rosendo,Arteaga,Owner,,47095,0,0,0,0,0,0,47095,0,505,0,0,0,0,0,505,47600,47600,0,47600
271,1760,535,RCM Transportation,AZR000500534,January - March 2007,Randy,Moon,Owner,Hauler Reports lists thier EPA ID as AZR00050234 (not AZR000500534).  Error?,0,0,0,0,0,0,475300,475300,0,0,0,0,0,0,0,0,475300,377500,0,377500
232,1539,535,Real Deal Waste Oil Service,CAL000280873,January - March 2007,Charles,Holyfield,Manager,,99883,0,0,0,0,0,0,99883,0,0,0,0,0,0,0,0,99883,99883,0,99883
235,1584,535,Recycle-It Environmental Services,CAL000280060,January - March 2007,Tom,Wooten,President,,119060,0,0,0,0,0,0,119060,0,0,0,0,0,0,0,0,119060,0,0,0
62,490,535,Reno Drain Oil Service,NVD980893663,January - March 2007,Richard,Channel,General Manager,,20442,51102,15330,15330,25551,0,0,127755,0,0,0,0,0,0,0,0,127755,0,0,0
85,602,535,Romic Environmental Technologies Corporation,CAD009452657,January - March 2007,Wendy,Laney,EHS Specialist,,10108,7069,0,0,2900,4045,0,24122,0,0,0,0,0,0,0,0,24122,10689,0,10689
105,690,535,Sacramento Waste Oil,CAL913534912,January - March 2007,ALbert,Hernandez,Owner,,52825,200,300,0,0,0,0,53325,845,250,150,0,0,0,0,1245,54570,54570,0,54570
220,1424,535,Safety-Kleen,TXR000050930,January - March 2007,Dan,Appelt,Director,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,1694,535,San Fernando Oil,CAL000301304,January - March 2007,Jesus,Hernandez-Garcia,Owner,,0,69260,0,0,0,0,0,69260,0,0,0,0,0,0,0,0,69260,69260,0,69260
140,852,535,San Joaquin Filter Recycling,CAL000188148,January - March 2007,Lynne,Loyd,Owner,Hauler is reporting with EPA ID CAL000102751.,194239,0,0,15980,10150,0,0,220369,0,2690,0,0,0,0,0,2690,223059,223059,0,223059
70,510,535,Starlite Reclamation,CAR000148296,January - March 2007,Melissa,Campos,Office Manager,,60473,0,0,0,0,0,0,60473,0,0,0,0,0,0,0,0,60473,60473,0,60473
93,664,535,Swift Oil & Vacuum_ Inc.,CAD982488470,January - March 2007,Richard,Rozuk,President,,54515,26200,0,0,0,0,0,80715,0,21940,0,0,0,0,0,21940,102655,102655,0,102655
72,531,535,Tadeo_ Ricardo D. Waste Oil Service,CAD981634363,January - March 2007,Richard,Tadeo,Owner/Operator,,188360,0,0,0,0,0,0,188360,0,0,0,0,0,0,0,0,188360,188360,0,188360
188,1198,535,Thermo Fluids - Phoenix,AZR000003681,January - March 2007,Troy,Hacker,EH45 Manager,,0,0,0,0,0,0,331946,331946,0,0,0,0,0,0,0,0,331946,331946,0,331946
90,639,535,TTS Environmental_ Inc.,CAD981694722,January - March 2007,Bob,Williams,President,,87037,12000,0,500,4400,0,0,103937,4737,4000,0,100,1000,0,0,9837,113774,113774,0,113774
201,1276,535,Universal Waste Oil Company,CAL000183236,January - March 2007,Salvador,Salceda,Owner,,85025,0,0,0,0,0,0,85025,0,0,0,0,0,0,0,0,85025,85025,0,85025
242,1625,535,Waste Oil Recovery Systems_ Inc.,CAD000626515,January - March 2007,Tina,Falcon,President,,55322,3325,1397,0,0,0,0,60044,0,0,0,0,0,0,0,0,60044,60044,0,60044
243,1635,535,Western Environmental Services,CAR000159681,January - March 2007,Eva,Tice,Office Manager,,1645,0,0,0,0,0,0,1645,610,0,0,0,0,0,0,610,2255,1980,0,1980
231,1522,534,Action Waste Oil Service_ LLC,CAL000280876,October - December 2006,Jeff,Rhine,Owner,,146021,47960,0,0,0,0,0,193981,0,0,0,0,0,0,0,0,193981,193981,0,193981
177,1153,534,Advanced Industrial Recycling,CAR000056580,October - December 2006,John,Buchko_ Jr.,President,,7376,2635,527,0,0,0,0,10538,0,1026,0,0,0,0,0,1026,11564,11564,0,11564
54,394,534,Alarcon's_ Mark_ Waste Oil Service,CAD980814446,October - December 2006,Mark,Alarcon,Owner,,3120,7405,410,3000,0,0,0,13935,0,23570,0,0,0,0,0,23570,37505,37505,0,37505
11,14,534,All Petroleum Recovery Service LLC,CAD981377633,October - December 2006,Kathleen,Alexander,member manager,,96705,12250,1870,380,2985,0,0,114190,0,0,0,0,0,0,0,0,114190,114190,0,114190
175,1125,534,All Valley Disposal Inc.,CAR000181586,October - December 2006,Joann,Hill,,,39007,7594,195,8937,3333,0,0,59066,0,0,0,0,0,0,0,0,59066,59066,0,59066
135,809,534,All Valley Environmental,CAL000263169,October - December 2006,Juanita,Schow,office manager,,32090,0,0,0,0,0,0,32090,0,0,0,0,0,0,0,0,32090,32090,0,32090
214,1381,534,Alpha Oil Company,CAL000331370,October - December 2006,Nella,Osadchaya,President,,131337,0,0,0,0,0,0,131337,0,0,0,0,0,0,0,0,131337,0,0,0
256,1722,534,Amberwick Corporation,CAR000172189,October - December 2006,Lynn,Mclenon,Office Manager,,14240,0,0,0,0,0,0,14240,0,4965,0,0,0,0,0,4965,19205,19205,0,19205
14,46,534,American Oil Company,CAD981427669,October - December 2006,Rochelle,Gomelsky,Office Manager,,299813,0,0,0,0,0,0,299813,0,12012,0,0,0,0,0,12012,311825,311825,0,311825
162,995,534,American Valley Waste Oil,CAL000827878,October - December 2006,Julie,Huber,Manager,,255275,96945,0,33620,4950,0,0,390790,0,0,0,0,0,0,0,0,390790,390790,0,390790
247,1649,534,Arens Environmental Services,CAR000162701,October - December 2006,Elizabeth,Davison,Secretary,,39873,0,0,0,0,20225,0,60098,0,0,0,0,0,0,0,0,60098,60098,0,60098
16,64,534,Asbury Environmental Services-Compton,CAD028277036,October - December 2006,Estacio,Loy,Acctg Mgr,,7969565,601238,70735,151325,17133,0,349816,9159812,0,803411,31308,0,1904,0,0,836623,9996435,9996435,0,9996435
239,1604,534,Avalon Environmental Services,CAL000293418,October - December 2006,Michael,Cooley,Owner,,38820,0,0,0,0,0,0,38820,0,1300,0,0,0,0,0,1300,40120,40120,0,40120
165,1021,534,Bay Valley Environmental_ Inc.,CAL000162034,October - December 2006,Jake,Sagun,Bookkeeper,,46093,0,0,0,0,0,0,46093,0,4415,165,190,100,0,0,4870,50963,0,0,0
39,260,534,Bayside Oil II_ Inc.,CAD088838222,October - December 2006,Kim,Glen,President,,103825,0,0,0,0,0,0,103825,0,12285,0,0,0,0,0,12285,116110,116110,0,116110
21,91,534,Black Star Oil Company,CAL912823785,October - December 2006,I.,Katz,Office Manager,,221234,24581,0,0,0,0,0,245815,0,0,0,0,0,0,0,0,245815,245815,0,245815
47,363,534,Butler_ J.W._ Oil_ Inc.,CAD981426539,October - December 2006,Dennis,Butler,Office Manager,,106165,0,0,0,0,0,441671,547836,0,0,0,0,0,0,0,0,547836,547836,0,547836
221,1446,534,California Cool,CAL000266863,October - December 2006,Edgar,Arguello,Owner,Attention Cecilia Rosana,37615,0,0,0,0,0,0,37615,0,10625,0,0,0,0,0,10625,48240,48240,0,48240
195,1242,534,California Oil Transport_ Inc.,CAL000287430,October - December 2006,Sonia,Salmeron,Accountant,,0,0,0,0,0,0,1858335,1858335,0,0,0,0,0,0,0,0,1858335,1858335,0,1858335
233,1556,534,Carrs Waste Oil Service,CAL000280677,October - December 2006,J.,Carrera,Manager Owner,,67755,0,0,0,0,0,0,67755,0,0,0,0,0,0,0,0,67755,67755,0,67755
148,907,534,Chain_ S.R._ Environmental Services,CAL000277184,October - December 2006,Joel,Chain,Preparer,None to report,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,114,534,Chico Drain Oil,CAD980694103,October - December 2006,Michael,Chiotti,Operation Mgr,,400279,183024,0,53789,61476,0,72300,770868,1375,628,0,186,211,0,0,2400,773268,773268,0,773268
203,1314,534,Clean Harbors Environmental Services,MAD039322250,October - December 2006,Rita,Powers,Trans Compliance Spec,,0,128221,0,0,1694,0,0,129915,0,14348,0,0,13250,0,0,27598,157513,157513,0,157513
196,1256,534,Clean Tech Environmental,CAD008493322,October - December 2006,Robert,Brown,President,,513190,0,0,0,0,0,0,513190,0,0,0,0,0,0,0,0,513190,513190,0,513190
146,874,534,Clearwater Environmental Management,CAR000007013,October - December 2006,Kirk,Hayward,CEO,,879310,0,2085,3150,21505,0,0,906050,0,29955,0,0,0,0,0,29955,936005,936005,0,936005
252,1679,534,Cole's Services_ Inc.,CAL000268462,October - December 2006,Ben,McNeill,President,,84267,2870,0,8675,10310,0,0,106122,0,0,0,0,0,0,0,0,106122,106122,0,106122
155,1609,534,Compliance Environmental Services,CAL000161247,October - December 2006,Patricia,Urbina,Treasure,,50740,0,0,0,250,0,0,50990,0,0,0,0,0,0,0,0,50990,0,0,0
206,1346,534,Consultant Environmental Operations; C.E.O.,CAL000209884,October - December 2006,Francisco,Arrieta,Owner/operator,"Ms. Cecilia Rosana__ Per our phone conversation on Jan. 16_ 2007_ I have canceled my registration as well as my EPA ID No. since August 2006. I've not been a transporter since then.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,165,534,Crane's Waste Oil_ Inc.,CAD980813950,October - December 2006,Robin,Tebow,Office Manager,,135215,47885,0,21270,7990,0,0,212360,0,4860,0,415,0,0,0,5275,217635,191284,0,191284
169,1089,534,D & R Oil Company,CAL000253903,October - December 2006,Ruben,Hernandez,Owner,,53940,0,0,0,0,0,0,53940,0,0,0,0,0,0,0,0,53940,53940,0,53940
137,830,534,Ecology Control Industries_ Inc.,CAD982030173,October - December 2006,Rod,Cleem,Project Manager,,0,2475,0,0,0,0,0,2475,0,0,0,0,0,0,0,0,2475,2475,0,2475
168,1067,534,Ed Staub & Sons Petroleum_ Inc.,CAL921495383,October - December 2006,Jeff,Fredrick,Manager,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1175,534,EFR Environmental Services Inc.,CAR000011205,October - December 2006,Thad,Harris,CFO,,0,6425,0,4290,275,0,0,10990,0,0,0,0,0,0,0,0,10990,10990,0,10990
29,187,534,Evergreen Environmental Services (Newark),CAD982413262,October - December 2006,Albert,Farran,Laboratory Manager,Outside California figure is already included in figures for the lines 8-12_ so it is not included on line #15,4573046,108145,0,80865,196415,0,0,4958471,1900,78880,0,0,5658,0,0,86438,5044909,5044936,0,5044936
30,210,534,Express Environmental Corp._dba Express Oil,CAL000264806,October - December 2006,Sandra,Jacinto,Office Manager,"Attn: Cecilia (818) 551 - 2850",0,128025,0,0,0,0,0,128025,0,53842,0,0,0,0,0,53842,181867,181867,0,181867
107,712,534,Filter Recycling Services_ Inc.,CAD982444481,October - December 2006,Wade,Riddering,Vice President,,34720,32095,0,0,5842,0,0,72657,55,6620,0,0,0,0,0,6675,79332,121200,0,121200
257,1734,534,Fremouw Environmental Services,CAR000171017,October - December 2006,Theodore,Fremouw,CEO,,148320,3859,3339,6328,1838,0,0,163684,16480,1286,176,1582,97,0,0,19621,183305,183305,0,183305
304,1778,534,Glyco Environmental Services,CAL000309743,October - December 2006,Luciano,Quintero,Owner,,7850,0,0,0,0,0,0,7850,0,0,0,0,0,0,0,0,7850,7850,0,7850
36,237,534,Golden West Oil Company,CAD980893325,October - December 2006,RJ,Bennett,President,,96190,39635,0,0,1815,0,0,137640,0,0,0,0,0,0,0,0,137640,137640,0,137640
190,1219,534,Haz Mat Trans_ Inc.,CAT080012800,October - December 2006,Deva,McKnight,President,,0,2698,0,0,0,0,0,2698,0,0,0,0,0,0,0,0,2698,2698,0,2698
254,1708,534,Hazardous Technologies,CAR000168229,October - December 2006,Danette,Tice,Pres./Office Mgr.,,670,112,0,0,0,0,0,782,0,0,0,0,0,0,0,0,782,782,0,782
111,749,534,J.B. Trans Services_Inc (dba) All Phase Env.,CAL000253361,October - December 2006,Anna,Calvert,Office Manager,Did not state source,0,0,0,0,0,0,410234,410234,0,0,0,0,0,0,0,0,410234,410234,0,410234
45,318,534,Jack Stone Drainage Oil Service,CAD080075096,October - December 2006,Frank,Stone,Owner,,143665,0,9190,0,2820,0,0,155675,0,13590,0,0,0,0,0,13590,169265,169265,0,169265
267,1746,534,Jim Knight Drain Oil Company,CAL000078618,October - December 2006,I,Katz,Office Manager,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,772,534,JSE Environmental Services,CAL000827857,October - December 2006,Greg,Paqualetto,President,,12126,0,0,0,0,0,0,12126,0,0,0,0,0,0,0,0,12126,12126,0,12126
147,887,534,Kern Oil Filter Recycling,CAL000327867,October - December 2006,Maria,Alvarez,Secretary,,79282,0,0,0,0,0,0,79282,0,0,0,0,0,0,0,0,79282,79282,0,79282
46,341,534,Knight_ Jim_ Drain Oil Service,CAL000027718,October - December 2006,I,Katz,Office Manager,,131016,46791,0,9358,0,0,0,187165,0,0,0,0,0,0,0,0,187165,187165,0,187165
51,373,534,Leach Oil Company_ Inc.,CAD050099696,October - December 2006,Patricia,Leach,Vice President,,212051,0,0,0,0,0,0,212051,0,28916,0,0,0,0,0,28916,240967,240967,0,240967
225,1474,534,Los Angeles Pumping,CAR000201459,October - December 2006,Conrado,Montano,Owner,,115250,0,0,0,0,0,0,115250,0,8050,0,0,0,0,0,8050,123300,123300,0,123300
167,1044,534,Lowry_ George W._ Inc.,CAR000047019,October - December 2006,Deni,Lowry,Office Manager,,42700,4780,0,14540,12015,0,0,74035,0,6685,0,0,0,0,0,6685,80720,80720,0,80720
160,976,534,Maximum Oil Service,CAL000188867,October - December 2006,Max,Maxwell,Manager,,60912,19604,399,654,2781,0,0,84350,6768,6535,266,436,309,0,0,14314,98664,0,0,0
249,1665,534,Millennium Waste Oil,CAL000293834,October - December 2006,Gregory,Cuenca,Manager,Attention: Cecilia Rosana,125600,0,0,0,0,0,0,125600,0,800,0,0,0,0,0,800,126400,126600,0,126600
89,615,534,North Valley Oil Company,CAL000027759,October - December 2006,Larry,Evans,President,,18980,0,0,0,0,0,0,18980,0,23160,0,0,0,0,0,23160,42140,42140,0,42140
82,560,534,Nottingham_ M.C._ Co. of So. Cal,CAD059240713,October - December 2006,Ginny,Polzin,Secretary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,582,534,Oil Conservation Service,CAD980673842,October - December 2006,Gayla,Thomas,Office Manager,,14029,90,0,1062,0,0,0,15181,0,2160,0,887,0,0,0,3047,18228,18228,0,18228
208,734,534,Oil Re-Refining Company_ Inc. (ORRCO) - Portland,ORD980975692,October - December 2006,Holly,Carlin,Production Asst,,0,20250,0,0,0,0,0,20250,0,0,0,0,0,0,0,0,20250,0,0,0
58,430,534,Pacific Oil Company,CAD983615501,October - December 2006,Olga,Shapiro,Owner,,52505,0,0,0,0,0,0,52505,0,22450,0,0,0,0,0,22450,74955,74955,0,74955
215,1403,534,Patriot Environmental Services,CAD053866794,October - December 2006,Michael,Sullivan,VP,,0,0,0,0,1630,0,0,1630,0,643,0,0,0,0,0,643,2273,2273,0,2273
24,137,534,Philip Services Corp.(Philip West Ind Svcs),CAD980584510,October - December 2006,Paul,DeWitt,Manager,,0,0,0,77335,0,0,0,77335,0,0,0,0,0,0,0,0,77335,77335,0,77335
269,964,534,Philip West Industrial Services,CAR000177527,October - December 2006,Dan,Hendricks,H/S Compliance Mgr,,0,736,0,0,0,0,0,736,0,152986,0,0,0,0,0,152986,153722,304695,0,304695
44,296,534,PSC Environmental Services of Pomona LP,CAR000053405,October - December 2006,Gloria,Costales,CFO,,0,0,0,0,0,0,0,0,0,2766,0,0,0,0,0,2766,2766,2766,0,2766
229,1495,534,Quinn Power Systems Associates,CAL000274369,October - December 2006,Bob,Shepherd,General Parts Manager,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,1509,534,Quinn Shepherd Machinery,CAL000274397,October - December 2006,Ropbert,Shepherd,Manager,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,1298,534,Rae-Vac Pumping,CAR000053272,October - December 2006,Rachel,Gonzalez,Owner/Operator,,33485,0,0,0,0,0,0,33485,0,3855,0,0,0,0,0,3855,37340,37340,0,37340
60,443,534,Ramos Environmental Services,CAD044003556,October - December 2006,Sally,Welch,Bookkeeper,,98678,28256,9960,4441,17650,0,0,158985,23474,46951,0,9269,4720,0,0,84414,243399,243399,0,243399
61,466,534,RCA Oil Recovery,CAD981385149,October - December 2006,Rosendo,Arteaga,Owner,,45075,0,0,0,0,0,0,45075,0,150,0,0,0,0,0,150,45225,0,0,0
271,1759,534,RCM Transportation,AZR000500534,October - December 2006,Randy,Moon,Owner,,0,0,0,0,0,0,203000,203000,0,0,0,0,0,0,0,0,203000,203000,0,203000
232,1538,534,Real Deal Waste Oil Service,CAL000280873,October - December 2006,Charles,Holyfield,Owner/Manager,,109055,0,0,0,0,0,0,109055,0,0,0,0,0,0,0,0,109055,109055,0,109055
235,1583,534,Recycle-It Environmental Services,CAL000280060,October - December 2006,Tom,Wooten,President,,113740,0,0,0,0,0,0,113740,0,0,0,0,0,0,0,0,113740,113740,0,113740
62,489,534,Reno Drain Oil Service,NVD980893663,October - December 2006,Richard,Channel,General Manager,,21436,53589,16077,16077,26795,0,0,133974,0,0,0,0,0,0,0,0,133974,0,0,0
85,601,534,Romic Environmental Technologies Corporation,CAD009452657,October - December 2006,Wendy,Laney,EHS Specialist I,,31595,14294,0,0,200,1006,0,47095,0,0,0,0,0,0,0,0,47095,12667,0,12667
105,689,534,Sacramento Waste Oil,CAL913534912,October - December 2006,Albert,Hernandez,Owner,,48218,800,750,0,0,0,0,49768,1000,350,250,0,0,0,0,1600,51368,51368,0,51368
220,1423,534,Safety-Kleen,TXR000050930,October - December 2006,Dan,Appelt,Dir_ Enviro Compliance,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,1693,534,San Fernando Oil,CAL000301304,October - December 2006,Garcia,Hernandez,Owner,,0,52040,0,0,0,0,0,52040,0,0,0,0,0,0,0,0,52040,52040,0,52040
140,851,534,San Joaquin Filter Recycling,CAL000188148,October - December 2006,Lynne,Loyd,Owner,,201002,0,0,15480,8960,0,0,225442,0,250,0,0,0,0,0,250,225692,0,0,0
251,1674,534,Starlite Reclamation,CAL000063809,October - December 2006,Lena,Jaramillo,Owner,,55502,0,0,0,0,0,0,55502,0,0,0,0,0,0,0,0,55502,55502,0,55502
93,663,534,Swift Oil & Vacuum_ Inc.,CAD982488470,October - December 2006,Richard,Rozuk,President,,45305,27075,0,0,0,0,0,72380,0,19330,0,0,0,0,0,19330,91710,91710,0,91710
72,530,534,Tadeo_ Ricardo D. Waste Oil Service,CAD981634363,October - December 2006,Richard,Tadeo,Owner/Operator,,194570,0,0,0,0,0,0,194570,0,2800,0,0,0,0,0,2800,197370,197370,0,197370
188,1197,534,Thermo Fluids - Phoenix,AZR000003681,October - December 2006,Troy,Hacker,EH&S Manager,,0,0,0,0,0,0,34500,34500,0,0,0,0,0,0,0,0,34500,0,0,0
90,638,534,TTS Environmental_ Inc.,CAD981694722,October - December 2006,Bob,Williams,President,,82898,10122,850,1500,2150,0,0,97520,4144,6310,200,500,800,0,0,11954,109474,109474,0,109474
201,1275,534,Universal Waste Oil Company,CAL000183236,October - December 2006,Salvador,Salceda,Owner,,0,0,0,0,0,0,72565,72565,0,0,0,0,0,0,0,0,72565,72565,0,72565
231,1521,533,Action Waste Oil Service_ LLC,CAL000280876,July - September 2006,Jeff,Rhine,Owner,,201730,10013,0,0,0,0,0,211743,17420,5440,0,0,0,0,0,22860,234603,234603,0,234603
5,1,533,Advanced Environ/Advanced Resources,CAD982403198,July - September 2006,RJ,Bennett,President,,125390,53790,0,1800,3380,0,0,184360,0,0,0,0,0,0,0,0,184360,184360,0,184360
177,1152,533,Advanced Industrial Recycling,CAR000056580,July - September 2006,John,Buchko_ Jr.,President,,4580,1636,327,0,0,0,0,6543,0,4742,0,0,0,0,0,4742,11285,0,0,0
54,393,533,Alarcon's_ Mark_ Waste Oil Service,CAD980814446,July - September 2006,Mark,Alarcon,Owner,,4525,8695,140,430,5425,0,0,19215,0,31285,0,0,0,0,0,31285,50500,50500,0,50500
11,13,533,All Petroleum Recovery Service LLC,CAD981377633,July - September 2006,Kathleen,Alexander,Partner,,104337,13455,3775,250,2775,0,0,124592,0,0,0,0,0,0,0,0,124592,124592,0,124592
175,1124,533,All Valley Disposal Inc.,CAR000181586,July - September 2006,Joann,Hill,Manager,,8874,43218,645,13986,2084,0,0,68807,0,0,0,0,0,0,0,0,68807,68807,0,68807
135,808,533,All Valley Environmental,CAL000263169,July - September 2006,Juanita,Schow,Office Manager,,36940,0,0,0,0,0,0,36940,0,0,0,0,0,0,0,0,36940,36940,0,36940
214,1380,533,Alpha Oil Company,CAL000331370,July - September 2006,Nella,Osadchaya,President,,133275,0,0,0,0,0,0,133275,0,0,0,0,0,0,0,0,133275,133283,0,133283
256,1721,533,Amberwick Corporation,CAR000172189,July - September 2006,Lynn,McLenon,Office Manager,,75165,0,0,0,0,0,0,75165,0,4840,0,0,0,0,0,4840,80005,80005,0,80005
14,45,533,American Oil Company,CAD981427669,July - September 2006,Rochelle,Gomelsky,Office Manager,,319065,0,0,0,0,0,0,319065,0,14875,0,0,0,0,0,14875,333940,333940,0,333940
162,994,533,American Valley Waste Oil,CAL000827878,July - September 2006,Julie,Huber,Manager,,304497,114771,335,46060,6510,0,0,472173,0,0,0,0,0,0,0,0,472173,472173,0,472173
247,1648,533,Arens Environmental Services,CAR000162701,July - September 2006,Dee,Davison,General Manager,,32248,0,0,0,0,27804,0,60052,0,0,1800,0,0,0,0,1800,61852,61852,0,61852
239,1603,533,Avalon Environmental Services,CAL000293418,July - September 2006,Michael,Cooley,Owner,,53145,0,0,0,0,0,0,53145,0,370,0,0,0,0,0,370,53515,53515,0,53515
165,1020,533,Bay Valley Environmental_ Inc.,CAL000162034,July - September 2006,Jake,Sagun,Bookkeeper,,48765,0,0,0,0,0,0,48765,0,5574,175,1667,205,0,0,7621,56386,56386,0,56386
39,259,533,Bayside Oil II_ Inc.,CAD088838222,July - September 2006,Laricha,Garcia,Owner,,114967,0,0,0,0,0,0,114967,0,18925,0,0,0,0,0,18925,133892,0,0,0
21,90,533,Black Star Oil Company,CAL912823785,July - September 2006,I,Katz,Office Manager,,197146,21905,0,0,0,0,0,219051,0,0,0,0,0,0,0,0,219051,219051,0,219051
47,362,533,Butler_ J.W._ Oil_ Inc.,CAD981426539,July - September 2006,Dennis,Butler,Office Manager,,87815,0,0,0,0,0,272330,360145,0,0,0,0,0,0,0,0,360145,360145,0,360145
152,938,533,California Clean-Up Environmental Services,CAR000018168,July - September 2006,Laura,Samarah,Vice President,,0,3600,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,3600,3600,0,3600
221,1445,533,California Cool,CAL000266863,July - September 2006,Edgar,Arguella,Owner,,33160,0,0,0,0,0,0,33160,0,10675,0,0,0,0,0,10675,43835,43835,0,43835
195,1241,533,California Oil Transport_ Inc.,CAL000287430,July - September 2006,Sonia,Salmeron,Accountant,,0,0,0,0,0,0,1843802,1843802,0,0,0,0,0,0,0,0,1843802,2061980,0,2061980
233,1555,533,Carrs Waste Oil Service,CAL000280677,July - September 2006,J Concepcion,Carrera,Owner/Operator,,0,0,0,0,0,0,0,0,84571,0,0,0,0,0,0,84571,84571,84571,0,84571
148,906,533,Chain_ S.R._ Environmental Services,CAL000277184,July - September 2006,Joel,Chain,Office Manager,None to report this Quarter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,113,533,Chico Drain Oil,CAD980694103,July - September 2006,Michael,Chiotti,Operations Mgr,,381273,174334,0,51236,58555,0,78900,744298,0,0,0,0,0,0,0,0,744298,744298,0,744298
